Property Type,District,Mukim,Scheme Name/Area,Road Name,"Month, Year of Transaction Date",Tenure,Land/Parcel Area,Unit,Main Floor Area,Unit        ,Unit Level,Transaction Price  ,Unnamed: 13,address,latitude,longitude
2 - 2 1/2 Storey Shop,Petaling,Petaling,TAMAN PUTRA PERMAI,JLN BPP 8/1,March 2024,Leasehold,219.00,sq.m,261,sq.m,    ,"RM2,100,000.00",,JLN BPP 8/1 TAMAN PUTRA PERMAI Petaling Petaling Malaysia,3.1125,101.707
2 - 2 1/2 Storey Shop,Petaling,Petaling,TAMAN PUTRA PERMAI,JLN BPP 8/1,July 2024,Leasehold,139.00,sq.m,261,sq.m,    ,"RM1,150,000.00",,JLN BPP 8/1 TAMAN PUTRA PERMAI Petaling Petaling Malaysia,3.1125,101.707
2 - 2 1/2 Storey Shop,Petaling,Petaling,TAMAN PUTRA PERMAI,JLN EQUINE 9,September 2022,Leasehold,144.92,sq.m,274,sq.m,    ,"RM1,060,000.00",,JLN EQUINE 9 TAMAN PUTRA PERMAI Petaling Petaling Malaysia,3.0439,101.6306
2 - 2 1/2 Storey Shop,Petaling,Petaling,TAMAN PUTRA PERMAI,JLN EQUINE 9A,March 2023,Leasehold,145.00,sq.m,274,sq.m,    ,"RM850,000.00",,JLN EQUINE 9A TAMAN PUTRA PERMAI Petaling Petaling Malaysia,3.111,101.727
2 - 2 1/2 Storey Shop,Petaling,Petaling,TAMAN PUTRA PERMAI,JLN EQUINE 9A,November 2023,Leasehold,145.00,sq.m,274,sq.m,    ,"RM1,320,000.00",,JLN EQUINE 9A TAMAN PUTRA PERMAI Petaling Petaling Malaysia,3.111,101.727
2 - 2 1/2 Storey Shop,Petaling,Petaling,TAMAN PUTRA PERMAI,JLN EQUINE 9A,August 2024,Leasehold,145.00,sq.m,274,sq.m,    ,"RM1,200,000.00",,JLN EQUINE 9A TAMAN PUTRA PERMAI Petaling Petaling Malaysia,3.111,101.727
2 - 2 1/2 Storey Shop,Petaling,Petaling,TAMAN PUTRA PERMAI,JLN EQUINE 9B,November 2021,Leasehold,145.00,sq.m,274,sq.m,    ,"RM870,000.00",,JLN EQUINE 9B TAMAN PUTRA PERMAI Petaling Petaling Malaysia,3.0477,101.7686
2 - 2 1/2 Storey Shop,Petaling,Petaling,TAMAN PUTRA PERMAI,JLN EQUINE 9C,August 2021,Leasehold,145.00,sq.m,274,sq.m,    ,"RM1,010,000.00",,JLN EQUINE 9C TAMAN PUTRA PERMAI Petaling Petaling Malaysia,3.0704,101.7421
2 - 2 1/2 Storey Shop,Petaling,Petaling,TAMAN PUTRA PERMAI,JLN EQUINE 9C,April 2022,Leasehold,266.00,sq.m,274,sq.m,    ,"RM1,325,000.00",,JLN EQUINE 9C TAMAN PUTRA PERMAI Petaling Petaling Malaysia,3.0704,101.7421
2 - 2 1/2 Storey Shop,Petaling,Petaling,TAMAN PUTRA PERMAI,JLN EQUINE 9C,August 2022,Leasehold,145.00,sq.m,274,sq.m,    ,"RM1,170,000.00",,JLN EQUINE 9C TAMAN PUTRA PERMAI Petaling Petaling Malaysia,3.0704,101.7421
2 - 2 1/2 Storey Shop,Petaling,Petaling,TAMAN PUTRA PERMAI,JLN EQUINE 9D,May 2022,Leasehold,144.92,sq.m,274,sq.m,    ,"RM1,150,000.00",,JLN EQUINE 9D TAMAN PUTRA PERMAI Petaling Petaling Malaysia,3.047,101.769
2 - 2 1/2 Storey Shop,Petaling,Petaling,TAMAN PUTRA PERMAI,JLN EQUINE 9D,May 2023,Leasehold,144.92,sq.m,274,sq.m,    ,"RM1,210,000.00",,JLN EQUINE 9D TAMAN PUTRA PERMAI Petaling Petaling Malaysia,3.047,101.769
2 - 2 1/2 Storey Shop,Petaling,Petaling,TAMAN PUTRA PERMAI,JLN EQUINE 9D,November 2025,Leasehold,144.92,sq.m,274,sq.m,    ,"RM1,300,000.00",,JLN EQUINE 9D TAMAN PUTRA PERMAI Petaling Petaling Malaysia,3.047,101.769
2 - 2 1/2 Storey Shop,Petaling,Petaling,TAMAN PUTRA PERMAI,JLN EQUINE 9E,June 2022,Leasehold,144.92,sq.m,274,sq.m,    ,"RM950,000.00",,JLN EQUINE 9E TAMAN PUTRA PERMAI Petaling Petaling Malaysia,3.183,101.719
2 - 2 1/2 Storey Shop,Petaling,Petaling,TAMAN PUTRA PERMAI,JLN EQUINE 9E,August 2024,Leasehold,144.92,sq.m,274,sq.m,    ,"RM1,300,000.00",,JLN EQUINE 9E TAMAN PUTRA PERMAI Petaling Petaling Malaysia,3.183,101.719
2 - 2 1/2 Storey Shop,Petaling,Petaling,TAMAN PUTRA PERMAI,JLN EQUINE 10D,January 2025,Leasehold,156.07,sq.m,290,sq.m,    ,"RM1,270,000.00",,JLN EQUINE 10D TAMAN PUTRA PERMAI Petaling Petaling Malaysia,3.1368,101.756
2 - 2 1/2 Storey Shop,Petaling,Petaling,TAMAN PUTRA PERMAI,JLN LESTARI PERDANA 7/4,June 2022,Leasehold,139.35,sq.m,266,sq.m,    ,"RM795,000.00",,JLN LESTARI PERDANA 7/4 TAMAN PUTRA PERMAI Petaling Petaling Malaysia,3.1185,101.7158
2 - 2 1/2 Storey Shop,Petaling,Petaling,TAMAN PUTRA PERMAI,JLN LP 7/4,February 2023,Leasehold,139.35,sq.m,266,sq.m,    ,"RM800,000.00",,JLN LP 7/4 TAMAN PUTRA PERMAI Petaling Petaling Malaysia,3.105,101.669
2 - 2 1/2 Storey Shop,Petaling,Petaling,TAMAN SAUJANA PUCHONG,JLN SP 3/2,October 2023,Leasehold,121.00,sq.m,242,sq.m,    ,"RM800,000.00",,JLN SP 3/2 TAMAN SAUJANA PUCHONG Petaling Petaling Malaysia,3.0108,101.6178
2 - 2 1/2 Storey Shop,Petaling,Petaling,TAMAN SAUJANA PUCHONG,JLN SP 3/2,July 2024,Leasehold,121.00,sq.m,242,sq.m,    ,"RM765,000.00",,JLN SP 3/2 TAMAN SAUJANA PUCHONG Petaling Petaling Malaysia,3.0108,101.6178
2 - 2 1/2 Storey Shop,Petaling,Petaling,TAMAN SAUJANA PUCHONG,JLN SP 3/2,October 2024,Leasehold,121.00,sq.m,242,sq.m,    ,"RM850,000.00",,JLN SP 3/2 TAMAN SAUJANA PUCHONG Petaling Petaling Malaysia,3.0108,101.6178
2 - 2 1/2 Storey Shop,Petaling,Petaling,TAMAN SAUJANA PUCHONG,JLN SP 3/2,January 2025,Leasehold,121.00,sq.m,242,sq.m,    ,"RM800,000.00",,JLN SP 3/2 TAMAN SAUJANA PUCHONG Petaling Petaling Malaysia,3.0108,101.6178
2 - 2 1/2 Storey Shop,Petaling,Petaling,TAMAN SAUJANA PUCHONG,JLN SP 3/4,September 2022,Leasehold,121.00,sq.m,242,sq.m,    ,"RM800,000.00",,JLN SP 3/4 TAMAN SAUJANA PUCHONG Petaling Petaling Malaysia,3.035,101.621
2 - 2 1/2 Storey Shop,Petaling,Petaling,TAMAN SAUJANA PUCHONG,JLN SP 3/4,March 2023,Leasehold,121.00,sq.m,242,sq.m,    ,"RM780,000.00",,JLN SP 3/4 TAMAN SAUJANA PUCHONG Petaling Petaling Malaysia,3.035,101.621
2 - 2 1/2 Storey Shop,Petaling,Petaling,TAMAN SAUJANA PUCHONG,JLN SP 3/5,July 2025,Leasehold,121.00,sq.m,242,sq.m,    ,"RM800,000.00",,JLN SP 3/5 TAMAN SAUJANA PUCHONG Petaling Petaling Malaysia,3.025,101.63
2 - 2 1/2 Storey Shop,Petaling,Petaling,TAMAN SAUJANA PUCHONG,PERSIARAN SAUJANA PUCHONG,January 2025,Leasehold,121.00,sq.m,242,sq.m,    ,"RM800,000.00",,PERSIARAN SAUJANA PUCHONG TAMAN SAUJANA PUCHONG Petaling Petaling Malaysia,3.0077,101.6072
2 - 2 1/2 Storey Shop,Petaling,Petaling,TAMAN SERDANG PERMATA,JALAN BS 5/26,October 2022,Freehold,143.07,sq.m,252,sq.m,    ,"RM1,200,000.00",,JALAN BS 5/26 TAMAN SERDANG PERMATA Petaling Petaling Malaysia,3.0036,101.7233
2 - 2 1/2 Storey Shop,Petaling,Petaling,TMN DAMAI UTAMA,JALAN DU 1/2,December 2021,Leasehold,143.00,sq.m,270,sq.m,    ,"RM850,000.00",,JALAN DU 1/2 TMN DAMAI UTAMA Petaling Petaling Malaysia,3.1103,101.6247
2 - 2 1/2 Storey Shop,Petaling,Petaling,TMN DAMAI UTAMA,JALAN DU 2/1,July 2021,Leasehold,143.00,sq.m,270,sq.m,    ,"RM1,150,000.00",,JALAN DU 2/1 TMN DAMAI UTAMA Petaling Petaling Malaysia,3.0569,101.6113
2 - 2 1/2 Storey Shop,Petaling,Petaling,TMN DAMAI UTAMA,JALAN DU 2/1,April 2025,Leasehold,143.00,sq.m,270,sq.m,    ,"RM1,230,000.00",,JALAN DU 2/1 TMN DAMAI UTAMA Petaling Petaling Malaysia,3.0569,101.6113
2 - 2 1/2 Storey Shop,Petaling,Petaling,TMN LESTARI PERDANA, JLN LP 1A/5,February 2024,Leasehold,261.76,sq.m,431,sq.m,    ,"RM1,450,000.00",,JLN LP 1A/5 TMN LESTARI PERDANA Petaling Petaling Malaysia,3.0767,101.6309
2 - 2 1/2 Storey Shop,Petaling,Petaling,TMN LESTARI PERDANA, JLN LP 1A/6,December 2023,Leasehold,130.06,sq.m,242,sq.m,    ,"RM650,000.00",,JLN LP 1A/6 TMN LESTARI PERDANA Petaling Petaling Malaysia,3.0577,101.6203
2 - 2 1/2 Storey Shop,Petaling,Petaling,TMN LESTARI PERDANA, JLN LP 7/2,February 2024,Leasehold,212.83,sq.m,266,sq.m,    ,"RM1,158,000.00",,JLN LP 7/2 TMN LESTARI PERDANA Petaling Petaling Malaysia,3.0865,101.641
2 - 2 1/2 Storey Shop,Petaling,Petaling,TMN LESTARI PERDANA,JALAN LESTARI PERDANA 7/2,July 2024,Leasehold,174.71,sq.m,266,sq.m,    ,"RM1,180,000.00",,JALAN LESTARI PERDANA 7/2 TMN LESTARI PERDANA Petaling Petaling Malaysia,2.3096,101.6649
2 - 2 1/2 Storey Shop,Petaling,Petaling,TMN LESTARI PERDANA,JALAN LESTARI PERDANA 7/2,September 2024,Leasehold,139.35,sq.m,266,sq.m,    ,"RM800,000.00",,JALAN LESTARI PERDANA 7/2 TMN LESTARI PERDANA Petaling Petaling Malaysia,2.3096,101.6649
2 - 2 1/2 Storey Shop,Petaling,Petaling,TMN LESTARI PERDANA,Jln LEP 1/1C,December 2021,Leasehold,130.06,sq.m,245,sq.m,    ,"RM600,000.00",,Jln LEP 1/1C TMN LESTARI PERDANA Petaling Petaling Malaysia,3.004,101.607
2 - 2 1/2 Storey Shop,Petaling,Petaling,TMN LESTARI PERDANA,Jln LEP 1/1C,October 2022,Leasehold,130.25,sq.m,245,sq.m,    ,"RM680,000.00",,Jln LEP 1/1C TMN LESTARI PERDANA Petaling Petaling Malaysia,3.004,101.607
2 - 2 1/2 Storey Shop,Petaling,Petaling,TMN LESTARI PERDANA,JLN LESTARI PERDANA 7/4,September 2023,Leasehold,139.35,sq.m,266,sq.m,    ,"RM930,000.00",,JLN LESTARI PERDANA 7/4 TMN LESTARI PERDANA Petaling Petaling Malaysia,3.0099,101.7167
2 - 2 1/2 Storey Shop,Petaling,Petaling,TMN LESTARI PERDANA,JLN LP 1A/1,February 2022,Leasehold,130.06,sq.m,242,sq.m,    ,"RM850,000.00",,JLN LP 1A/1 TMN LESTARI PERDANA Petaling Petaling Malaysia,3.0998,101.5928
2 - 2 1/2 Storey Shop,Petaling,Petaling,TMN LESTARI PERDANA,JLN  LP 1A/2,May 2021,Leasehold,240.62,sq.m,431,sq.m,    ,"RM670,000.00",,JLN  LP 1A/2 TMN LESTARI PERDANA Petaling Petaling Malaysia,3.086,101.616
2 - 2 1/2 Storey Shop,Petaling,Petaling,TMN LESTARI PERDANA,JLN LP 1A/2,October 2022,Leasehold,130.06,sq.m,242,sq.m,    ,"RM920,000.00",,JLN LP 1A/2 TMN LESTARI PERDANA Petaling Petaling Malaysia,3.089,101.611
2 - 2 1/2 Storey Shop,Petaling,Petaling,TMN LESTARI PERDANA,JLN LP 1A/2,October 2022,Leasehold,130.06,sq.m,242,sq.m,    ,"RM920,000.00",,JLN LP 1A/2 TMN LESTARI PERDANA Petaling Petaling Malaysia,3.089,101.611
2 - 2 1/2 Storey Shop,Petaling,Petaling,TMN LESTARI PERDANA,JLN LP 1A/3,December 2022,Leasehold,131.46,sq.m,242,sq.m,    ,"RM580,000.00",,JLN LP 1A/3 TMN LESTARI PERDANA Petaling Petaling Malaysia,3.1027,101.6026
2 - 2 1/2 Storey Shop,Petaling,Petaling,TMN LESTARI PERDANA,JLN LP 1A/4,July 2023,Leasehold,130.06,sq.m,242,sq.m,    ,"RM700,000.00",,JLN LP 1A/4 TMN LESTARI PERDANA Petaling Petaling Malaysia,3.1325,101.644
2 - 2 1/2 Storey Shop,Petaling,Petaling,TMN LESTARI PERDANA,JLN LP 1A/5,April 2021,Leasehold,130.06,sq.m,242,sq.m,    ,"RM620,000.00",,JLN LP 1A/5 TMN LESTARI PERDANA Petaling Petaling Malaysia,3.0767,101.6309
2 - 2 1/2 Storey Shop,Petaling,Petaling,TMN LESTARI PERDANA,JLN LP 1A/5,May 2024,Leasehold,130.06,sq.m,242,sq.m,    ,"RM680,000.00",,JLN LP 1A/5 TMN LESTARI PERDANA Petaling Petaling Malaysia,3.0767,101.6309
2 - 2 1/2 Storey Shop,Petaling,Petaling,TMN LESTARI PERDANA,JLN LP 1A/5,July 2024,Leasehold,130.06,sq.m,242,sq.m,    ,"RM680,000.00",,JLN LP 1A/5 TMN LESTARI PERDANA Petaling Petaling Malaysia,3.0767,101.6309
2 - 2 1/2 Storey Shop,Petaling,Petaling,TMN LESTARI PERDANA,JLN LP 1A/6,September 2023,Leasehold,197.25,sq.m,309,sq.m,    ,"RM865,000.00",,JLN LP 1A/6 TMN LESTARI PERDANA Petaling Petaling Malaysia,3.0577,101.6203
2 - 2 1/2 Storey Shop,Petaling,Petaling,TMN LESTARI PERDANA,JLN LP 1A/6,January 2025,Leasehold,130.06,sq.m,242,sq.m,    ,"RM700,000.00",,JLN LP 1A/6 TMN LESTARI PERDANA Petaling Petaling Malaysia,3.0577,101.6203
2 - 2 1/2 Storey Shop,Petaling,Petaling,TMN LESTARI PERDANA,JLN LP 2A/3,April 2023,Leasehold,130.00,sq.m,242,sq.m,    ,"RM750,000.00",,JLN LP 2A/3 TMN LESTARI PERDANA Petaling Petaling Malaysia,3.1079,101.6067
2 - 2 1/2 Storey Shop,Petaling,Petaling,TMN LESTARI PERDANA,JLN LP 7/2,June 2023,Leasehold,139.35,sq.m,266,sq.m,    ,"RM750,000.00",,JLN LP 7/2 TMN LESTARI PERDANA Petaling Petaling Malaysia,3.0865,101.641
2 - 2 1/2 Storey Shop,Petaling,Petaling,TMN LESTARI PERDANA,JLN LP 7/2,June 2023,Leasehold,139.35,sq.m,266,sq.m,    ,"RM800,000.00",,JLN LP 7/2 TMN LESTARI PERDANA Petaling Petaling Malaysia,3.0865,101.641
2 - 2 1/2 Storey Shop,Petaling,Petaling,TMN LESTARI PERDANA,JLN LP 7/2,September 2023,Leasehold,139.35,sq.m,266,sq.m,    ,"RM900,000.00",,JLN LP 7/2 TMN LESTARI PERDANA Petaling Petaling Malaysia,3.0865,101.641
2 - 2 1/2 Storey Shop,Petaling,Petaling,TMN LESTARI PERDANA,JLN LP 7/2,October 2023,Leasehold,139.35,sq.m,266,sq.m,    ,"RM950,000.00",,JLN LP 7/2 TMN LESTARI PERDANA Petaling Petaling Malaysia,3.0865,101.641
2 - 2 1/2 Storey Shop,Petaling,Petaling,TMN LESTARI PERDANA,JLN LP 7/2,February 2025,Leasehold,139.35,sq.m,266,sq.m,    ,"RM880,000.00",,JLN LP 7/2 TMN LESTARI PERDANA Petaling Petaling Malaysia,3.0865,101.641
2 - 2 1/2 Storey Shop,Petaling,Petaling,TMN LESTARI PERDANA,JLN LP 7/2,November 2025,Leasehold,204.31,sq.m,390,sq.m,    ,"RM1,300,000.00",,JLN LP 7/2 TMN LESTARI PERDANA Petaling Petaling Malaysia,3.0865,101.641
2 - 2 1/2 Storey Shop,Petaling,Petaling,TMN LESTARI PERDANA,JLN LP 7/4,December 2021,Leasehold,139.35,sq.m,266,sq.m,    ,"RM835,000.00",,JLN LP 7/4 TMN LESTARI PERDANA Petaling Petaling Malaysia,3.0856,101.6207
2 - 2 1/2 Storey Shop,Petaling,Petaling,TMN LESTARI PERDANA,JLN LP 7/4,July 2023,Leasehold,163.93,sq.m,312,sq.m,    ,"RM1,350,000.00",,JLN LP 7/4 TMN LESTARI PERDANA Petaling Petaling Malaysia,3.0856,101.6207
2 - 2 1/2 Storey Shop,Petaling,Petaling,TMN LESTARI PERDANA,JLN LP 7/4,September 2023,Leasehold,139.35,sq.m,266,sq.m,    ,"RM930,000.00",,JLN LP 7/4 TMN LESTARI PERDANA Petaling Petaling Malaysia,3.0856,101.6207
2 - 2 1/2 Storey Shop,Petaling,Petaling,TMN LESTARI PERDANA,JLN LP 7/5,November 2021,Leasehold,111.48,sq.m,210,sq.m,    ,"RM680,000.00",,JLN LP 7/5 TMN LESTARI PERDANA Petaling Petaling Malaysia,3.1148,101.6167
2 - 2 1/2 Storey Shop,Petaling,Petaling,TMN LESTARI PERDANA,JLN LP 7/5,June 2022,Leasehold,111.48,sq.m,210,sq.m,    ,"RM634,000.00",,JLN LP 7/5 TMN LESTARI PERDANA Petaling Petaling Malaysia,3.1148,101.6167
2 - 2 1/2 Storey Shop,Petaling,Petaling,TMN LESTARI PERDANA,JLN LP 7/5,November 2022,Leasehold,111.48,sq.m,210,sq.m,    ,"RM650,000.00",,JLN LP 7/5 TMN LESTARI PERDANA Petaling Petaling Malaysia,3.1148,101.6167
2 - 2 1/2 Storey Shop,Petaling,Petaling,TMN LESTARI PERDANA,JLN LP 7/5,October 2023,Leasehold,213.48,sq.m,210,sq.m,    ,"RM1,500,000.00",,JLN LP 7/5 TMN LESTARI PERDANA Petaling Petaling Malaysia,3.1148,101.6167
2 - 2 1/2 Storey Shop,Petaling,Petaling,TMN LESTARI PERDANA,JLN LP 7/5,December 2023,Leasehold,111.48,sq.m,210,sq.m,    ,"RM830,000.00",,JLN LP 7/5 TMN LESTARI PERDANA Petaling Petaling Malaysia,3.1148,101.6167
2 - 2 1/2 Storey Shop,Petaling,Petaling,TMN LESTARI PERDANA,JLN LP 7/5B,May 2022,Leasehold,111.48,sq.m,210,sq.m,    ,"RM660,000.00",,JLN LP 7/5B TMN LESTARI PERDANA Petaling Petaling Malaysia,3.071,101.615
2 - 2 1/2 Storey Shop,Petaling,Petaling,TMN LESTARI PERDANA,JLN LP 7/5B,June 2022,Leasehold,111.48,sq.m,210,sq.m,    ,"RM666,000.00",,JLN LP 7/5B TMN LESTARI PERDANA Petaling Petaling Malaysia,3.071,101.615
2 - 2 1/2 Storey Shop,Petaling,Petaling,TMN LESTARI PERDANA,JLN LP 7/5B,February 2023,Leasehold,111.48,sq.m,210,sq.m,    ,"RM685,000.00",,JLN LP 7/5B TMN LESTARI PERDANA Petaling Petaling Malaysia,3.071,101.615
2 - 2 1/2 Storey Shop,Petaling,Petaling,TMN LESTARI PERDANA,JLN LP 7/5B,October 2025,Leasehold,198.55,sq.m,315,sq.m,    ,"RM1,200,000.00",,JLN LP 7/5B TMN LESTARI PERDANA Petaling Petaling Malaysia,3.071,101.615
2 - 2 1/2 Storey Shop,Petaling,Petaling,TMN MUTIARA INDAH, MUTIARA 1/1,December 2023,Leasehold,153.00,sq.m,289,sq.m,    ,"RM1,250,000.00",,MUTIARA 1/1 TMN MUTIARA INDAH Petaling Petaling Malaysia,3.0865,101.6725
2 - 2 1/2 Storey Shop,Petaling,Petaling,TMN MUTIARA INDAH,JLN MUTIARA 1/1,August 2023,Leasehold,199.00,sq.m,385,sq.m,    ,"RM1,830,000.00",,JLN MUTIARA 1/1 TMN MUTIARA INDAH Petaling Petaling Malaysia,3.163,101.63
2 - 2 1/2 Storey Shop,Petaling,Petaling,TMN MUTIARA INDAH,JLN MUTIARA 1/1,January 2024,Leasehold,153.00,sq.m,289,sq.m,    ,"RM1,200,000.00",,JLN MUTIARA 1/1 TMN MUTIARA INDAH Petaling Petaling Malaysia,3.163,101.63
2 - 2 1/2 Storey Shop,Petaling,Petaling,TMN MUTIARA INDAH,JLN MUTIARA 1/1,July 2025,Leasehold,153.00,sq.m,289,sq.m,    ,"RM1,200,000.00",,JLN MUTIARA 1/1 TMN MUTIARA INDAH Petaling Petaling Malaysia,3.163,101.63
2 - 2 1/2 Storey Shop,Petaling,Petaling,TMN MUTIARA INDAH,JLN MUTIARA 1/1G,August 2022,Leasehold,153.00,sq.m,289,sq.m,    ,"RM1,250,000.00",,JLN MUTIARA 1/1G TMN MUTIARA INDAH Petaling Petaling Malaysia,3.067,101.645
2 - 2 1/2 Storey Shop,Petaling,Petaling,TMN MUTIARA INDAH,MUTIARA 1/1,January 2021,Leasehold,153.00,sq.m,289,sq.m,    ,"RM1,250,000.00",,MUTIARA 1/1 TMN MUTIARA INDAH Petaling Petaling Malaysia,3.0865,101.6725
2 - 2 1/2 Storey Shop,Petaling,Petaling,TMN MUTIARA INDAH,MUTIARA 1/1A,November 2021,Leasehold,153.00,sq.m,289,sq.m,    ,"RM1,250,000.00",,MUTIARA 1/1A TMN MUTIARA INDAH Petaling Petaling Malaysia,3.0803,101.6105
2 - 2 1/2 Storey Shop,Petaling,Petaling,TMN PAIK SIONG, JALAN PUCHONG,July 2023,Freehold,309.08,sq.m,202,sq.m,    ,"RM1,880,000.00",,JALAN PUCHONG TMN PAIK SIONG Petaling Petaling Malaysia,3.0487,101.6276
2 - 2 1/2 Storey Shop,Petaling,Petaling,TMN PAIK SIONG,JALAN PUCHONG,February 2023,Freehold,148.64,sq.m,202,sq.m,    ,"RM1,780,000.00",,JALAN PUCHONG TMN PAIK SIONG Petaling Petaling Malaysia,3.0487,101.6276
2 - 2 1/2 Storey Shop,Petaling,Petaling,TMN PAIK SIONG,JALAN PUCHONG,November 2025,Freehold,148.64,sq.m,202,sq.m,    ,"RM2,200,000.00",,JALAN PUCHONG TMN PAIK SIONG Petaling Petaling Malaysia,3.0487,101.6276
2 - 2 1/2 Storey Shop,Petaling,Petaling,TMN PERINDUSTRIAN KINRARA,JLN TPK 1/5,September 2023,Leasehold,132.84,sq.m,252,sq.m,    ,"RM1,250,000.00",,JLN TPK 1/5 TMN PERINDUSTRIAN KINRARA Petaling Petaling Malaysia,3.053,101.643
2 - 2 1/2 Storey Shop,Petaling,Petaling,TMN PERINDUSTRIAN KINRARA,JLN TPK 1/5,August 2025,Leasehold,132.84,sq.m,252,sq.m,    ,"RM1,280,000.00",,JLN TPK 1/5 TMN PERINDUSTRIAN KINRARA Petaling Petaling Malaysia,3.053,101.643
2 - 2 1/2 Storey Shop,Petaling,Petaling,TMN PERINDUSTRIAN KINRARA,JLN TPK 1/6,February 2022,Leasehold,132.84,sq.m,252,sq.m,    ,"RM1,200,000.00",,JLN TPK 1/6 TMN PERINDUSTRIAN KINRARA Petaling Petaling Malaysia,3.0505,101.633
2 - 2 1/2 Storey Shop,Petaling,Petaling,TMN PERINDUSTRIAN KINRARA,JLN TPK 1/7,February 2022,Leasehold,185.81,sq.m,252,sq.m,    ,"RM1,350,000.00",,JLN TPK 1/7 TMN PERINDUSTRIAN KINRARA Petaling Petaling Malaysia,3.0479,101.6594
2 - 2 1/2 Storey Shop,Petaling,Petaling,TMN PINGGIRAN PUTRA SEK. 2,JLN PUJ 3/2,July 2021,Leasehold,153.30,sq.m,289,sq.m,    ,"RM1,300,000.00",,JLN PUJ 3/2 TMN PINGGIRAN PUTRA SEK. 2 Petaling Petaling Malaysia,2.9663,101.7039
2 - 2 1/2 Storey Shop,Petaling,Petaling,TMN PUCHONG INDAH,JLN INDAH 2/2,September 2022,Leasehold,268.00,sq.m,468,sq.m,    ,"RM1,500,000.00",,JLN INDAH 2/2 TMN PUCHONG INDAH Petaling Petaling Malaysia,2.9947,101.6163
2 - 2 1/2 Storey Shop,Petaling,Petaling,TMN PUCHONG INTAN,JLN INTAN 2/7,January 2022,Leasehold,120.77,sq.m,227,sq.m,    ,"RM740,000.00",,JLN INTAN 2/7 TMN PUCHONG INTAN Petaling Petaling Malaysia,3.0504,101.6159
2 - 2 1/2 Storey Shop,Petaling,Petaling,TMN PUNCAK JALIL, JLN PUJ 3/1,November 2022,Leasehold,318.01,sq.m,517,sq.m,    ,"RM1,680,000.00",,JLN PUJ 3/1 TMN PUNCAK JALIL Petaling Petaling Malaysia,3.0542,101.6903
2 - 2 1/2 Storey Shop,Petaling,Petaling,TMN PUNCAK JALIL, JLN PUJ 3/2,June 2023,Leasehold,237.19,sq.m,517,sq.m,    ,"RM3,000,000.00",,JLN PUJ 3/2 TMN PUNCAK JALIL Petaling Petaling Malaysia,3.0545,101.6846
2 - 2 1/2 Storey Shop,Petaling,Petaling,TMN PUNCAK JALIL, JLN PUJ 3/2,December 2023,Leasehold,153.30,sq.m,289,sq.m,    ,"RM1,600,000.00",,JLN PUJ 3/2 TMN PUNCAK JALIL Petaling Petaling Malaysia,3.0545,101.6846
2 - 2 1/2 Storey Shop,Petaling,Petaling,TMN PUNCAK JALIL, JLN PUJ 3/2,December 2023,Leasehold,237.19,sq.m,517,sq.m,    ,"RM3,000,000.00",,JLN PUJ 3/2 TMN PUNCAK JALIL Petaling Petaling Malaysia,3.0545,101.6846
2 - 2 1/2 Storey Shop,Petaling,Petaling,TMN PUNCAK JALIL, JLN PUJ 3/2,March 2024,Leasehold,153.30,sq.m,289,sq.m,    ,"RM1,400,000.00",,JLN PUJ 3/2 TMN PUNCAK JALIL Petaling Petaling Malaysia,3.0545,101.6846
2 - 2 1/2 Storey Shop,Petaling,Petaling,TMN PUNCAK JALIL, JLN PUJ 3/3,March 2023,Leasehold,153.30,sq.m,289,sq.m,    ,"RM950,000.00",,JLN PUJ 3/3 TMN PUNCAK JALIL Petaling Petaling Malaysia,3.036,101.69
2 - 2 1/2 Storey Shop,Petaling,Petaling,TMN PUNCAK JALIL, JLN PUJ 3/7,March 2024,Leasehold,153.30,sq.m,290,sq.m,    ,"RM980,000.00",,JLN PUJ 3/7 TMN PUNCAK JALIL Petaling Petaling Malaysia,3.0229,101.7026
2 - 2 1/2 Storey Shop,Petaling,Petaling,TMN PUNCAK JALIL, JLN PUJ 3/8,March 2024,Leasehold,153.30,sq.m,290,sq.m,    ,"RM1,010,000.00",,JLN PUJ 3/8 TMN PUNCAK JALIL Petaling Petaling Malaysia,3.0475,101.7229
2 - 2 1/2 Storey Shop,Petaling,Petaling,TMN PUNCAK JALIL, JLN PUJ 3/8,April 2024,Leasehold,153.30,sq.m,290,sq.m,    ,"RM1,450,000.00",,JLN PUJ 3/8 TMN PUNCAK JALIL Petaling Petaling Malaysia,3.0475,101.7229
2 - 2 1/2 Storey Shop,Petaling,Petaling,TMN PUNCAK JALIL, JLN PUJ 3/9,February 2024,Leasehold,153.30,sq.m,290,sq.m,    ,"RM1,280,000.00",,JLN PUJ 3/9 TMN PUNCAK JALIL Petaling Petaling Malaysia,3.036,101.735
2 - 2 1/2 Storey Shop,Petaling,Petaling,TMN PUNCAK JALIL, JLN PUJ 3/12,February 2024,Leasehold,153.30,sq.m,289,sq.m,    ,"RM928,000.00",,JLN PUJ 3/12 TMN PUNCAK JALIL Petaling Petaling Malaysia,3.054,101.688
2 - 2 1/2 Storey Shop,Petaling,Petaling,TMN PUNCAK JALIL, JLN PUJ 8/6,May 2023,Leasehold,130.06,sq.m,247,sq.m,    ,"RM750,000.00",,JLN PUJ 8/6 TMN PUNCAK JALIL Petaling Petaling Malaysia,3.0056,101.6489
