Property Type,District,Mukim,Scheme Name/Area,Road Name,"Month, Year of Transaction Date",Tenure,Land/Parcel Area,Unit,Main Floor Area,Unit        ,Unit Level,Transaction Price  ,Unnamed: 13,address,latitude,longitude
Semi-Detached Factory/Warehouse,Klang,Kapar,KAW INDUSTRI HI-TECH SG. KAPAR INDAH,JLN WAWASAN 2C/KU 7,September 2024,Freehold,"2,048.50",sq.m,711,sq.m,    ,"RM7,500,000.00",,JLN WAWASAN 2C/KU 7 KAW INDUSTRI HI-TECH SG. KAPAR INDAH Kapar Klang Malaysia,3.0567,101.3903
Semi-Detached Factory/Warehouse,Klang,Kapar,KAW PERINDUSTRIAN SG PULOH,JALAN 5/KU7,March 2023,Freehold,826.00,sq.m,381,sq.m,    ,"RM3,160,000.00",,JALAN 5/KU7 KAW PERINDUSTRIAN SG PULOH Kapar Klang Malaysia,3.129,101.458
Semi-Detached Factory/Warehouse,Klang,Kapar,KAW PERINDUSTRIAN SG PULOH,JALAN SUNGAI BATU 11/KU6,November 2023,Freehold,"1,451.00",sq.m,659,sq.m,    ,"RM4,800,000.00",,JALAN SUNGAI BATU 11/KU6 KAW PERINDUSTRIAN SG PULOH Kapar Klang Malaysia,3.0673,101.4398
Semi-Detached Factory/Warehouse,Klang,Kapar,KAW PERINDUSTRIAN SG PULOH,JALAN SUNGAI BATU 11/KU6,May 2024,Freehold,"1,450.00",sq.m,876,sq.m,    ,"RM5,200,000.00",,JALAN SUNGAI BATU 11/KU6 KAW PERINDUSTRIAN SG PULOH Kapar Klang Malaysia,3.0673,101.4398
Semi-Detached Factory/Warehouse,Klang,Kapar,KAW PERINDUSTRIAN SG PULOH,JALAN SUNGAI BATU 11/KU6,May 2024,Freehold,"1,451.00",sq.m,659,sq.m,    ,"RM5,150,000.00",,JALAN SUNGAI BATU 11/KU6 KAW PERINDUSTRIAN SG PULOH Kapar Klang Malaysia,3.0673,101.4398
Semi-Detached Factory/Warehouse,Klang,Kapar,KAW PERINDUSTRIAN SG PULOH,JLN SG BATU 11/KU6,September 2023,Freehold,"1,555.00",sq.m,659,sq.m,    ,"RM5,050,000.00",,JLN SG BATU 11/KU6 KAW PERINDUSTRIAN SG PULOH Kapar Klang Malaysia,3.0619,101.4203
Semi-Detached Factory/Warehouse,Klang,Kapar,KAW PERINDUSTRIAN SG PULOH,LORONG SG PULOH 7/KU6,February 2023,Freehold,"1,926.00",sq.m,894,sq.m,    ,"RM5,800,000.00",,LORONG SG PULOH 7/KU6 KAW PERINDUSTRIAN SG PULOH Kapar Klang Malaysia,3.1172,101.3991
Semi-Detached Factory/Warehouse,Klang,Kapar,KAW PERINDUSTRIAN SG PULOH,LORONG SG PULOH 8/KU6 (PL 6507),October 2023,Freehold,"1,001.29",sq.m,366,sq.m,    ,"RM3,800,000.00",,LORONG SG PULOH 8/KU6 (PL 6507) KAW PERINDUSTRIAN SG PULOH Kapar Klang Malaysia,3.099,101.358
Semi-Detached Factory/Warehouse,Klang,Kapar,KAW PERINDUSTRIAN SG PULOH,LORONG SG PULOH 10/KU6,November 2025,Freehold,"1,188.41",sq.m,691,sq.m,    ,"RM4,350,000.00",,LORONG SG PULOH 10/KU6 KAW PERINDUSTRIAN SG PULOH Kapar Klang Malaysia,3.049,101.383
Semi-Detached Factory/Warehouse,Klang,Kapar,KAW PERINDUSTRIAN SG PULOH,LORONG SUNGAI PULOH 1A/KU6,June 2023,Freehold,"2,043.95",sq.m,897,sq.m,    ,"RM6,800,000.00",,LORONG SUNGAI PULOH 1A/KU6 KAW PERINDUSTRIAN SG PULOH Kapar Klang Malaysia,3.1044,101.4097
Semi-Detached Factory/Warehouse,Klang,Kapar,KAW PERINDUSTRIAN SG PULOH,LORONG SUNGAI PULOH 10/KU6,November 2023,Freehold,"1,105.47",sq.m,424,sq.m,    ,"RM3,900,000.00",,LORONG SUNGAI PULOH 10/KU6 KAW PERINDUSTRIAN SG PULOH Kapar Klang Malaysia,3.082,101.374
Semi-Detached Factory/Warehouse,Klang,Kapar,KAW PERINDUSTRIAN SG PULOH,LORONG SUNGAI PULOH 10/KU6,June 2024,Freehold,"1,190.29",sq.m,435,sq.m,    ,"RM3,930,000.00",,LORONG SUNGAI PULOH 10/KU6 KAW PERINDUSTRIAN SG PULOH Kapar Klang Malaysia,3.082,101.374
Semi-Detached Factory/Warehouse,Klang,Kapar,KAW PERINDUSTRIAN SG PULOH,LORONG SUNGAI PULOH 10/KU6,November 2024,Freehold,"1,145.29",sq.m,684,sq.m,    ,"RM3,800,000.00",,LORONG SUNGAI PULOH 10/KU6 KAW PERINDUSTRIAN SG PULOH Kapar Klang Malaysia,3.082,101.374
Semi-Detached Factory/Warehouse,Klang,Kapar,KAW PERINDUSTRIAN SG PULOH,"LOT NO. 41, LRG SG PULOH 7/KU6",November 2025,Freehold,"1,921.00",sq.m,"1,108",sq.m,    ,"RM6,300,000.00",,"LOT NO. 41, LRG SG PULOH 7/KU6 KAW PERINDUSTRIAN SG PULOH Kapar Klang Malaysia",3.117,101.388
Semi-Detached Factory/Warehouse,Klang,Kapar,KAW PERINDUSTRIAN SG PULOH,LRG SG PULOH 7/KU6,April 2023,Freehold,"1,487.00",sq.m,"1,022",sq.m,    ,"RM5,300,000.00",,LRG SG PULOH 7/KU6 KAW PERINDUSTRIAN SG PULOH Kapar Klang Malaysia,3.0926,101.4152
Semi-Detached Factory/Warehouse,Klang,Kapar,KAW PERINDUSTRIAN SG PULOH,LRG SG PULOH 7/KU6,December 2023,Freehold,"1,636.00",sq.m,690,sq.m,    ,"RM6,080,000.00",,LRG SG PULOH 7/KU6 KAW PERINDUSTRIAN SG PULOH Kapar Klang Malaysia,3.0926,101.4152
Semi-Detached Factory/Warehouse,Klang,Kapar,KAW PERINDUSTRIAN SG PULOH,LRG SG PULOH 7/KU6,July 2024,Freehold,"1,495.00",sq.m,690,sq.m,    ,"RM5,240,000.00",,LRG SG PULOH 7/KU6 KAW PERINDUSTRIAN SG PULOH Kapar Klang Malaysia,3.0926,101.4152
Semi-Detached Factory/Warehouse,Klang,Kapar,KAW PERINDUSTRIAN SG PULOH,LRG SG PULOH 7/KU6,July 2025,Freehold,"1,495.00",sq.m,690,sq.m,    ,"RM5,700,000.00",,LRG SG PULOH 7/KU6 KAW PERINDUSTRIAN SG PULOH Kapar Klang Malaysia,3.0926,101.4152
Semi-Detached Factory/Warehouse,Klang,Kapar,KAW PERINDUSTRIAN SG PULOH,LRG SG PULOH 10/KU6 (PL 6499),October 2023,Freehold,"1,169.64",sq.m,675,sq.m,    ,"RM3,840,000.00",,LRG SG PULOH 10/KU6 (PL 6499) KAW PERINDUSTRIAN SG PULOH Kapar Klang Malaysia,3.111,101.436
Semi-Detached Factory/Warehouse,Klang,Kapar,KAW PERINDUSTRIAN SG PULOH,LRG SG.PULOH 10/KU06,June 2023,Freehold,"1,155.17",sq.m,435,sq.m,    ,"RM3,650,000.00",,LRG SG.PULOH 10/KU06 KAW PERINDUSTRIAN SG PULOH Kapar Klang Malaysia,3.123,101.368
Semi-Detached Factory/Warehouse,Klang,Kapar,KAW PERINDUSTRIAN SG PULOH,LRG SUNGAI PULOH 8/KU6 (PL 6507),August 2023,Freehold,997.45,sq.m,686,sq.m,    ,"RM3,700,000.00",,LRG SUNGAI PULOH 8/KU6 (PL 6507) KAW PERINDUSTRIAN SG PULOH Kapar Klang Malaysia,3.0565,101.3489
Semi-Detached Factory/Warehouse,Klang,Kapar,KAWASAN PERUSAHAAN SELAT KLANG UTARA,JALAN SULTAN ALAUDDIN 2,March 2022,Leasehold,"1,337.80",sq.m,513,sq.m,    ,"RM2,850,000.00",,JALAN SULTAN ALAUDDIN 2 KAWASAN PERUSAHAAN SELAT KLANG UTARA Kapar Klang Malaysia,3.063,101.388
Semi-Detached Factory/Warehouse,Klang,Kapar,KAWASAN PERUSAHAAN SELAT KLANG UTARA,JLN SULTAN ALAUDDIN 3,October 2022,Leasehold,"2,885.20",sq.m,513,sq.m,    ,"RM4,307,000.00",,JLN SULTAN ALAUDDIN 3 KAWASAN PERUSAHAAN SELAT KLANG UTARA Kapar Klang Malaysia,3.1388,101.3959
Semi-Detached Factory/Warehouse,Klang,Kapar,KLANG CENTRAL IND PARK,JLN 5,January 2022,Freehold,"1,067.00",sq.m,509,sq.m,    ,"RM2,400,000.00",,JLN 5 KLANG CENTRAL IND PARK Kapar Klang Malaysia,3.1209,101.4353
Semi-Detached Factory/Warehouse,Klang,Kapar,KLANG SENTRAL IND PARK,JLN 5,March 2023,Freehold,"1,301.00",sq.m,824,sq.m,    ,"RM3,600,000.00",,JLN 5 KLANG SENTRAL IND PARK Kapar Klang Malaysia,3.1497,101.4443
Semi-Detached Factory/Warehouse,Klang,Kapar,KLANG SENTRAL IND PARK,JLN 5,July 2023,Freehold,"1,063.00",sq.m,799,sq.m,    ,"RM3,000,000.00",,JLN 5 KLANG SENTRAL IND PARK Kapar Klang Malaysia,3.1497,101.4443
Semi-Detached Factory/Warehouse,Klang,Kapar,KLANG SENTRAL IND PARK,JLN 5/KU6,March 2023,Freehold,"1,309.00",sq.m,824,sq.m,    ,"RM3,760,000.00",,JLN 5/KU6 KLANG SENTRAL IND PARK Kapar Klang Malaysia,3.1429,101.4181
Semi-Detached Factory/Warehouse,Klang,Kapar,KWSN PERINDUSTRIAN SG PULOH,JALAN 5/KU6,September 2022,Freehold,840.00,sq.m,393,sq.m,    ,"RM2,800,000.00",,JALAN 5/KU6 KWSN PERINDUSTRIAN SG PULOH Kapar Klang Malaysia,3.085,101.392
Semi-Detached Factory/Warehouse,Klang,Kapar,KWSN PERINDUSTRIAN SG PULOH,JLN SUNGAI BATU 11/KU6,October 2022,Freehold,"1,450.00",sq.m,876,sq.m,    ,"RM4,750,000.00",,JLN SUNGAI BATU 11/KU6 KWSN PERINDUSTRIAN SG PULOH Kapar Klang Malaysia,3.099,101.4
Semi-Detached Factory/Warehouse,Klang,Kapar,KWSN PERINDUSTRIAN SG PULOH,LORONG SUNGAI PULOH 1A/KU6,June 2022,Freehold,"2,043.95",sq.m,897,sq.m,    ,"RM6,000,000.00",,LORONG SUNGAI PULOH 1A/KU6 KWSN PERINDUSTRIAN SG PULOH Kapar Klang Malaysia,3.1336,101.3242
Semi-Detached Factory/Warehouse,Klang,Kapar,KWSN PERINDUSTRIAN SG PULOH,LORONG SUNGAI PULOH 1A/KU6,October 2022,Freehold,"2,003.25",sq.m,897,sq.m,    ,"RM6,000,000.00",,LORONG SUNGAI PULOH 1A/KU6 KWSN PERINDUSTRIAN SG PULOH Kapar Klang Malaysia,3.1336,101.3242
Semi-Detached Factory/Warehouse,Klang,Kapar,KWSN PERINDUSTRIAN SG PULOH,LORONG SUNGAI PULOH 10/KU6,February 2022,Freehold,"1,167.27",sq.m,434,sq.m,    ,"RM3,350,000.00",,LORONG SUNGAI PULOH 10/KU6 KWSN PERINDUSTRIAN SG PULOH Kapar Klang Malaysia,3.0609,101.3512
Semi-Detached Factory/Warehouse,Klang,Kapar,KWSN PERINDUSTRIAN SG PULOH,LORONG SUNGAI PULOH 10/KU6,July 2022,Freehold,"1,232.61",sq.m,434,sq.m,    ,"RM3,950,000.00",,LORONG SUNGAI PULOH 10/KU6 KWSN PERINDUSTRIAN SG PULOH Kapar Klang Malaysia,3.0609,101.3512
Semi-Detached Factory/Warehouse,Klang,Kapar,KWSN PERINDUSTRIAN SG PULOH,LORONG SUNGAI PULOH 10/KU6,October 2022,Freehold,"1,149.24",sq.m,435,sq.m,    ,"RM3,600,000.00",,LORONG SUNGAI PULOH 10/KU6 KWSN PERINDUSTRIAN SG PULOH Kapar Klang Malaysia,3.0609,101.3512
Semi-Detached Factory/Warehouse,Klang,Kapar,KWSN PERINDUSTRIAN SG PULOH,LRG SG PULOH 7/KU6,October 2021,Freehold,"1,961.00",sq.m,894,sq.m,    ,"RM5,050,000.00",,LRG SG PULOH 7/KU6 KWSN PERINDUSTRIAN SG PULOH Kapar Klang Malaysia,3.089,101.403
Semi-Detached Factory/Warehouse,Klang,Kapar,KWSN PERINDUSTRIAN SG PULOH,LRG SG PULOH 7/KU6,June 2022,Freehold,"2,051.00",sq.m,894,sq.m,    ,"RM6,300,000.00",,LRG SG PULOH 7/KU6 KWSN PERINDUSTRIAN SG PULOH Kapar Klang Malaysia,3.089,101.403
Semi-Detached Factory/Warehouse,Klang,Kapar,KWSN PERINDUSTRIAN SG PULOH,LRG SG PULOH 7/KU6,June 2022,Freehold,"2,059.00",sq.m,"1,022",sq.m,    ,"RM6,200,000.00",,LRG SG PULOH 7/KU6 KWSN PERINDUSTRIAN SG PULOH Kapar Klang Malaysia,3.089,101.403
Semi-Detached Factory/Warehouse,Klang,Kapar,KWSN PERINDUSTRIAN SG PULOH,LRG SG PULOH 10/KU6 (PL 6499),July 2022,Freehold,"1,222.75",sq.m,691,sq.m,    ,"RM3,350,000.00",,LRG SG PULOH 10/KU6 (PL 6499) KWSN PERINDUSTRIAN SG PULOH Kapar Klang Malaysia,3.0525,101.3568
Semi-Detached Factory/Warehouse,Klang,Kapar,KWSN PERINDUSTRIAN SG PULOH,LRG SUNGAI PULOH 8/KU6,October 2022,Freehold,411.49,sq.m,400,sq.m,    ,"RM2,200,000.00",,LRG SUNGAI PULOH 8/KU6 KWSN PERINDUSTRIAN SG PULOH Kapar Klang Malaysia,3.1167,101.3833
Semi-Detached Factory/Warehouse,Klang,Kapar,KWSN PERINDUSTRIAN SG PULOH,LRG SUNGAI PULOH 10/KU6,January 2022,Freehold,"1,178.07",sq.m,684,sq.m,    ,"RM3,280,000.00",,LRG SUNGAI PULOH 10/KU6 KWSN PERINDUSTRIAN SG PULOH Kapar Klang Malaysia,3.0769,101.3905
Semi-Detached Factory/Warehouse,Klang,Kapar,LIGHT IND JALAN HILLSWOOD,LORONG ABDUL MANAN 1,December 2025,Freehold,"1,280.00",sq.m,761,sq.m,    ,"RM4,100,000.00",,LORONG ABDUL MANAN 1 LIGHT IND JALAN HILLSWOOD Kapar Klang Malaysia,3.1325,101.3796
Semi-Detached Factory/Warehouse,Klang,Kapar,MERU BARAT IND. (P/L 6080),JALAN HAJI ABDUL MANAN 3/KU8,April 2024,Freehold,"1,764.49",sq.m,"1,008",sq.m,    ,"RM5,080,000.00",,JALAN HAJI ABDUL MANAN 3/KU8 MERU BARAT IND. (P/L 6080) Kapar Klang Malaysia,3.1336,101.4507
Semi-Detached Factory/Warehouse,Klang,Kapar,MERU BARAT IND. (P/L 6080),JLN HAJI ABDUL MANAN 3/KU8,December 2021,Freehold,"1,883.04",sq.m,"1,008",sq.m,    ,"RM4,390,000.00",,JLN HAJI ABDUL MANAN 3/KU8 MERU BARAT IND. (P/L 6080) Kapar Klang Malaysia,3.167,101.426
Semi-Detached Factory/Warehouse,Klang,Kapar,MERU BARAT IND. (P/L 6080),JLN HAJI ABDUL MANAN 3/KU8,November 2022,Freehold,"1,887.04",sq.m,"1,008",sq.m,    ,"RM4,500,000.00",,JLN HAJI ABDUL MANAN 3/KU8 MERU BARAT IND. (P/L 6080) Kapar Klang Malaysia,3.167,101.426
Semi-Detached Factory/Warehouse,Klang,Kapar,MERU BARAT IND. (P/L 6080),JLN HAJI ABDUL MANAN 3/KU8,June 2024,Freehold,"1,883.04",sq.m,"1,008",sq.m,    ,"RM5,200,000.00",,JLN HAJI ABDUL MANAN 3/KU8 MERU BARAT IND. (P/L 6080) Kapar Klang Malaysia,3.167,101.426
Semi-Detached Factory/Warehouse,Klang,Kapar,MERU BARAT IND. (P/L 6080),JLN MERU INDAH 22,June 2024,Freehold,"3,456.00",sq.m,"1,734",sq.m,    ,"RM12,318,000.00",,JLN MERU INDAH 22 MERU BARAT IND. (P/L 6080) Kapar Klang Malaysia,3.085,101.432
Semi-Detached Factory/Warehouse,Klang,Kapar,MERU BARAT IND. (P/L 6080),JLN MERU INDAH 22,September 2024,Freehold,"3,611.00",sq.m,"1,734",sq.m,    ,"RM13,180,000.00",,JLN MERU INDAH 22 MERU BARAT IND. (P/L 6080) Kapar Klang Malaysia,3.085,101.432
Semi-Detached Factory/Warehouse,Klang,Kapar,MERU BARAT IND. (P/L 6080),JLN MERU INDAH 22/KU8 (PL 6056),July 2024,Freehold,"3,704.00",sq.m,"1,734",sq.m,    ,"RM13,700,000.00",,JLN MERU INDAH 22/KU8 (PL 6056) MERU BARAT IND. (P/L 6080) Kapar Klang Malaysia,3.101,101.427
Semi-Detached Factory/Warehouse,Klang,Kapar,MERU BARAT IND. (P/L 6080),JLN MERU INDAH /KU8 (P/L 6056),November 2023,Freehold,"4,005.00",sq.m,"1,822",sq.m,    ,"RM8,000,000.00",,JLN MERU INDAH /KU8 (P/L 6056) MERU BARAT IND. (P/L 6080) Kapar Klang Malaysia,3.076,101.416
Semi-Detached Factory/Warehouse,Klang,Kapar,MERU BARAT IND. (P/L 6080),JLN PETUNIA/KU8,December 2022,Freehold,"2,069.00",sq.m,589,sq.m,    ,"RM9,000,000.00",,JLN PETUNIA/KU8 MERU BARAT IND. (P/L 6080) Kapar Klang Malaysia,3.097,101.374
Semi-Detached Factory/Warehouse,Klang,Kapar,MERU BARAT IND. (P/L 6080),JLN PETUNIA/KU8,December 2022,Freehold,"4,599.00",sq.m,589,sq.m,    ,"RM12,000,000.00",,JLN PETUNIA/KU8 MERU BARAT IND. (P/L 6080) Kapar Klang Malaysia,3.097,101.374
Semi-Detached Factory/Warehouse,Klang,Kapar,MERU BARAT IND. (P/L 6080),OFF JLN MERU INDAH 22/KU8 (P/L 6056),March 2024,Freehold,"3,456.00",sq.m,"1,734",sq.m,    ,"RM12,668,000.00",,OFF JLN MERU INDAH 22/KU8 (P/L 6056) MERU BARAT IND. (P/L 6080) Kapar Klang Malaysia,3.0749,101.4556
Semi-Detached Factory/Warehouse,Klang,Kapar,MERU BARAT IND. (P/L 6080),OFF JLN MERU INDAH /KU8 (P/L 6056),April 2024,Freehold,"3,889.00",sq.m,"1,734",sq.m,    ,"RM13,600,000.00",,OFF JLN MERU INDAH /KU8 (P/L 6056) MERU BARAT IND. (P/L 6080) Kapar Klang Malaysia,3.107,101.446
Semi-Detached Factory/Warehouse,Klang,Kapar,MERU BARAT IND. (P/L 6080),OFF LRG HJ ABDUL MANAN,August 2021,Freehold,"1,155.17",sq.m,435,sq.m,    ,"RM3,150,000.00",,OFF LRG HJ ABDUL MANAN MERU BARAT IND. (P/L 6080) Kapar Klang Malaysia,3.105,101.39
Semi-Detached Factory/Warehouse,Klang,Kapar,MERU INDAH LIGHT IND.,JALAN MERU INDAH 20,February 2024,Freehold,836.00,sq.m,372,sq.m,    ,"RM2,650,000.00",,JALAN MERU INDAH 20 MERU INDAH LIGHT IND. Kapar Klang Malaysia,3.1373,101.3832
Semi-Detached Factory/Warehouse,Klang,Kapar,MERU INDAH LIGHT IND.,JLN MERU INDAH 19,August 2023,Freehold,836.00,sq.m,372,sq.m,    ,"RM3,250,000.00",,JLN MERU INDAH 19 MERU INDAH LIGHT IND. Kapar Klang Malaysia,3.0839,101.4033
Semi-Detached Factory/Warehouse,Klang,Kapar,MERU INDAH LIGHT IND.,JLN MERU INDAH 19/KU8,August 2024,Freehold,"1,051.00",sq.m,439,sq.m,    ,"RM3,880,000.00",,JLN MERU INDAH 19/KU8 MERU INDAH LIGHT IND. Kapar Klang Malaysia,3.1204,101.3749
Semi-Detached Factory/Warehouse,Klang,Kapar,MERU INDAH LIGHT IND.,JLN MERU INDAH 19/KU8 / PSN HAMZ,May 2025,Freehold,"1,051.00",sq.m,439,sq.m,    ,"RM3,500,000.00",,JLN MERU INDAH 19/KU8 / PSN HAMZ MERU INDAH LIGHT IND. Kapar Klang Malaysia,3.0876,101.4284
Semi-Detached Factory/Warehouse,Klang,Kapar,MERU INDAH LIGHT IND.,JLN MERU INDAH 20,March 2022,Freehold,"1,919.00",sq.m,"1,063",sq.m,    ,"RM3,520,000.00",,JLN MERU INDAH 20 MERU INDAH LIGHT IND. Kapar Klang Malaysia,3.1049,101.444
Semi-Detached Factory/Warehouse,Klang,Kapar,MERU INDAH LIGHT IND.,JLN MERU INDAH 20,January 2023,Freehold,"1,921.00",sq.m,910,sq.m,    ,"RM4,000,000.00",,JLN MERU INDAH 20 MERU INDAH LIGHT IND. Kapar Klang Malaysia,3.1049,101.444
Semi-Detached Factory/Warehouse,Klang,Kapar,MERU INDAH LIGHT IND.,JLN MERU INDAH 20,September 2023,Freehold,836.00,sq.m,372,sq.m,    ,"RM1,700,000.00",,JLN MERU INDAH 20 MERU INDAH LIGHT IND. Kapar Klang Malaysia,3.1049,101.444
Semi-Detached Factory/Warehouse,Klang,Kapar,MERU INDAH LIGHT IND.,JLN MERU INDAH 20,September 2023,Freehold,"1,920.00",sq.m,910,sq.m,    ,"RM3,750,000.00",,JLN MERU INDAH 20 MERU INDAH LIGHT IND. Kapar Klang Malaysia,3.1049,101.444
Semi-Detached Factory/Warehouse,Klang,Kapar,MERU INDAH LIGHT IND.,JLN MERU INDAH 20,September 2023,Freehold,"1,920.00",sq.m,"1,063",sq.m,    ,"RM3,750,000.00",,JLN MERU INDAH 20 MERU INDAH LIGHT IND. Kapar Klang Malaysia,3.1049,101.444
Semi-Detached Factory/Warehouse,Klang,Kapar,MERU INDAH LIGHT IND.,JLN MERU INDAH 20,February 2024,Freehold,"1,114.00",sq.m,372,sq.m,    ,"RM3,800,000.00",,JLN MERU INDAH 20 MERU INDAH LIGHT IND. Kapar Klang Malaysia,3.1049,101.444
Semi-Detached Factory/Warehouse,Klang,Kapar,MERU INDAH LIGHT IND.,JLN MERU INDAH 20,July 2024,Freehold,"1,920.00",sq.m,"1,063",sq.m,    ,"RM4,200,000.00",,JLN MERU INDAH 20 MERU INDAH LIGHT IND. Kapar Klang Malaysia,3.1049,101.444
Semi-Detached Factory/Warehouse,Klang,Kapar,MERU INDUSTRIAL PARK, JALAN KORPORAT 6/KU9,March 2024,Freehold,"1,141.00",sq.m,750,sq.m,    ,"RM1,700,000.00",,JALAN KORPORAT 6/KU9 MERU INDUSTRIAL PARK Kapar Klang Malaysia,3.1522,101.4258
Semi-Detached Factory/Warehouse,Klang,Kapar,MERU INDUSTRIAL PARK,JALAN KORPORAT 1B/KU9,December 2023,Freehold,"2,006.00",sq.m,501,sq.m,    ,"RM6,500,000.00",,JALAN KORPORAT 1B/KU9 MERU INDUSTRIAL PARK Kapar Klang Malaysia,3.151,101.435
Semi-Detached Factory/Warehouse,Klang,Kapar,MERU INDUSTRIAL PARK,JALAN KORPORAT 5,February 2025,Freehold,"1,505.00",sq.m,"1,032",sq.m,    ,"RM4,000,000.00",,JALAN KORPORAT 5 MERU INDUSTRIAL PARK Kapar Klang Malaysia,3.1817,101.4036
Semi-Detached Factory/Warehouse,Klang,Kapar,MERU INDUSTRIAL PARK,JALAN KORPORAT 5/KU9,December 2021,Freehold,"1,505.00",sq.m,"1,033",sq.m,    ,"RM1,680,000.00",,JALAN KORPORAT 5/KU9 MERU INDUSTRIAL PARK Kapar Klang Malaysia,3.1223,101.3905
Semi-Detached Factory/Warehouse,Klang,Kapar,MERU INDUSTRIAL PARK,JALAN KORPORAT 5/KU9,October 2024,Freehold,"1,505.00",sq.m,"1,033",sq.m,    ,"RM3,500,000.00",,JALAN KORPORAT 5/KU9 MERU INDUSTRIAL PARK Kapar Klang Malaysia,3.1223,101.3905
Semi-Detached Factory/Warehouse,Klang,Kapar,MERU INDUSTRIAL PARK,JALAN KORPORAT 6/KU9,January 2023,Freehold,"1,141.00",sq.m,503,sq.m,    ,"RM2,800,000.00",,JALAN KORPORAT 6/KU9 MERU INDUSTRIAL PARK Kapar Klang Malaysia,3.1522,101.4258
Semi-Detached Factory/Warehouse,Klang,Kapar,MERU INDUSTRIAL PARK,JALAN KORPORAT 6/KU9,March 2023,Freehold,"1,141.00",sq.m,503,sq.m,    ,"RM2,700,000.00",,JALAN KORPORAT 6/KU9 MERU INDUSTRIAL PARK Kapar Klang Malaysia,3.1522,101.4258
Semi-Detached Factory/Warehouse,Klang,Kapar,MERU INDUSTRIAL PARK,JALAN KORPORAT 7/KU9,May 2022,Freehold,"1,141.00",sq.m,410,sq.m,    ,"RM2,500,000.00",,JALAN KORPORAT 7/KU9 MERU INDUSTRIAL PARK Kapar Klang Malaysia,3.0936,101.4483
Semi-Detached Factory/Warehouse,Klang,Kapar,MERU INDUSTRIAL PARK,JALAN KORPORAT 9/KU9,February 2025,Freehold,"2,314.90",sq.m,"1,207",sq.m,    ,"RM8,450,000.00",,JALAN KORPORAT 9/KU9 MERU INDUSTRIAL PARK Kapar Klang Malaysia,3.1176,101.4228
Semi-Detached Factory/Warehouse,Klang,Kapar,MERU INDUSTRIAL PARK,JALAN KORPORAT 9/KU9,July 2025,Freehold,"2,314.90",sq.m,"1,207",sq.m,    ,"RM8,200,000.00",,JALAN KORPORAT 9/KU9 MERU INDUSTRIAL PARK Kapar Klang Malaysia,3.1176,101.4228
Semi-Detached Factory/Warehouse,Klang,Kapar,MERU INDUSTRIAL PARK,JALAN KORPORAT 9/KU9,July 2025,Freehold,"2,314.90",sq.m,"1,207",sq.m,    ,"RM8,250,000.00",,JALAN KORPORAT 9/KU9 MERU INDUSTRIAL PARK Kapar Klang Malaysia,3.1176,101.4228
Semi-Detached Factory/Warehouse,Klang,Kapar,MERU INDUSTRIAL PARK,JALAN KORPORAT 9/KU9,August 2025,Freehold,"2,314.90",sq.m,"1,207",sq.m,    ,"RM8,200,000.00",,JALAN KORPORAT 9/KU9 MERU INDUSTRIAL PARK Kapar Klang Malaysia,3.1176,101.4228
Semi-Detached Factory/Warehouse,Klang,Kapar,MERU INDUSTRIAL PARK,JALAN KORPORAT 9/KU9,August 2025,Freehold,"2,314.90",sq.m,"1,207",sq.m,    ,"RM8,250,000.00",,JALAN KORPORAT 9/KU9 MERU INDUSTRIAL PARK Kapar Klang Malaysia,3.1176,101.4228
Semi-Detached Factory/Warehouse,Klang,Kapar,MERU INDUSTRIAL PARK,JLN KOPORAT 4B/KU9,November 2021,Freehold,"1,141.00",sq.m,410,sq.m,    ,"RM2,500,000.00",,JLN KOPORAT 4B/KU9 MERU INDUSTRIAL PARK Kapar Klang Malaysia,3.081,101.441
Semi-Detached Factory/Warehouse,Klang,Kapar,MERU INDUSTRIAL PARK,JLN KOPORAT 4B/KU9,April 2022,Freehold,"1,141.00",sq.m,410,sq.m,    ,"RM2,500,000.00",,JLN KOPORAT 4B/KU9 MERU INDUSTRIAL PARK Kapar Klang Malaysia,3.081,101.441
Semi-Detached Factory/Warehouse,Klang,Kapar,MERU INDUSTRIAL PARK,JLN KOPORAT 7,June 2022,Freehold,"1,141.00",sq.m,410,sq.m,    ,"RM2,000,000.00",,JLN KOPORAT 7 MERU INDUSTRIAL PARK Kapar Klang Malaysia,3.0606,101.4006
Semi-Detached Factory/Warehouse,Klang,Kapar,MERU INDUSTRIAL PARK,JLN KOPORAT 7/KU9,January 2022,Freehold,"1,392.00",sq.m,410,sq.m,    ,"RM2,200,000.00",,JLN KOPORAT 7/KU9 MERU INDUSTRIAL PARK Kapar Klang Malaysia,3.1029,101.3882
Semi-Detached Factory/Warehouse,Klang,Kapar,MERU INDUSTRIAL PARK,JLN KOPORAT 7/KU9,June 2022,Freehold,"1,141.00",sq.m,410,sq.m,    ,"RM2,000,000.00",,JLN KOPORAT 7/KU9 MERU INDUSTRIAL PARK Kapar Klang Malaysia,3.1029,101.3882
Semi-Detached Factory/Warehouse,Klang,Kapar,MERU INDUSTRIAL PARK,JLN KORPORAT 3,July 2022,Freehold,"1,546.00",sq.m,723,sq.m,    ,"RM3,525,000.00",,JLN KORPORAT 3 MERU INDUSTRIAL PARK Kapar Klang Malaysia,3.0912,101.4086
